Activity Type,Date,Environment,Country,City,Title,Distance (km),Calories,Time,Avg HR,Max HR
Walking,8/5/2021 18:34,Outdoor,USA,"Destin, FL",Destin Walking,0.51,60,0:11:48,103,117
Walking,8/6/2021 9:06,Outdoor,USA,"Destin, FL",Walton County Walking,0.51,54,0:10:52,76,105
Walking,8/6/2021 20:00,Outdoor,USA,"Destin, FL",Walton County Walking,0.53,57,0:11:38,95,117
Walking,8/6/2021 20:52,Outdoor,USA,"Destin, FL",Walton County Walking,0.54,45,07:55.3,104,117
Walking,8/10/2021 7:24,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.77,74,0:17:49,72,91
Walking,8/10/2021 7:43,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.76,76,0:13:54,104,117
Running,8/10/2021 10:18,Outdoor,USA,"Mckinney, TX",McKinney - Benchmark Run,1.09,95,0:09:00,125,152
Walking,8/11/2021 7:29,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.18,105,0:21:14,88,113
Running,8/12/2021 14:20,Outdoor,USA,"Mckinney, TX",McKinney ,2.45,272,0:26:29,137,175
Cardio,8/15/2021 10:47,Outdoor,USA,"Mckinney, TX",McKinney Yard Work,2.1,454,1:25:50,107,124
Walking,8/16/2021 7:34,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.47,148,0:29:36,87,118
Running,8/16/2021 10:23,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,2.13,189,0:22:05,121,147
Walking,8/16/2021 10:47,Outdoor,USA,"Mckinney, TX",McKinney Walking,1,93,0:14:36,112,125
Walking,8/17/2021 7:39,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.63,55,0:12:17,78,102
Running,8/17/2021 7:52,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,2.16,184,0:22:03,126,171
Walking,8/17/2021 8:16,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.41,278,0:38:07,112,124
Walking,8/18/2021 10:15,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.89,237,0:31:42,108,134
Running,8/19/2021 10:19,Outdoor,USA,"Mckinney, TX",McKinney ,2.65,224,0:25:42,115,155
Walking,8/19/2021 10:47,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.41,199,0:25:47,116,127
Cycling,8/19/2021 18:32,Outdoor,USA,"Frisco, TX",Frisco Cycling,45.25,"1,235",1:31:24,165,185
Breathwork,8/19/2021 22:15,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,86,105
Walking,8/20/2021 9:04,Outdoor,USA,"Mckinney, TX",McKinney Walking,4.08,339,0:49:14,101,118
Walking,8/21/2021 9:18,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.62,218,0:40:51,100,122
Walking,8/21/2021 10:24,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.38,41,08:00.4,88,102
Walking,8/21/2021 11:02,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.08,123,0:19:23,107,122
Cycling,8/22/2021 6:29,Outdoor,USA,"Mckinney, TX",McKinney Cycling,68.33,"1,695",2:28:33,155,181
Running,8/23/2021 7:45,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,2.48,206,0:25:10,124,153
Breathwork,8/23/2021 21:34,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,66,79
Walking,8/24/2021 7:42,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.66,57,0:14:22,76,95
Walking,8/24/2021 7:58,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.76,65,0:11:10,91,115
Running,8/24/2021 12:46,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,2.67,236,0:25:03,126,157
Walking,8/25/2021 7:33,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.6,53,0:11:32,86,101
Walking,8/25/2021 7:48,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.89,73,0:12:20,102,121
Cycling,8/26/2021 18:33,Outdoor,USA,"Frisco, TX",Frisco Cycling,45.46,"1,130",1:32:00,158,183
Walking,8/27/2021 7:24,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.79,77,0:15:03,98,112
Running,8/27/2021 7:41,Outdoor,USA,"Mckinney, TX",McKinney ,3.85,338,0:35:57,129,163
Walking,8/27/2021 9:09,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.88,234,0:33:27,109,129
Walking,8/27/2021 9:43,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.43,51,08:15.7,108,123
Breathwork,8/27/2021 20:21,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,69,97
Yoga,8/28/2021 12:39,Indoor,USA,"Mckinney, TX",Yoga,0,198,1:32:47,74,105
Yoga,8/28/2021 16:18,Indoor,USA,"Mckinney, TX",Yoga,0,72,0:40:04,71,93
Running,8/30/2021 11:07,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,2.83,240,0:25:04,131,156
Walking,8/30/2021 11:33,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.45,50,07:10.5,119,139
Walking,8/31/2021 7:14,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.67,64,0:11:36,99,116
Running,8/31/2021 7:27,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,2.93,243,0:25:04,130,155
Walking,9/1/2021 7:48,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.5,40,0:12:00,78,115
Walking,9/1/2021 8:17,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.24,18,03:25.0,89,100
Walking,9/1/2021 8:32,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.71,116,0:29:19,87,107
Yoga,9/1/2021 20:12,Indoor,USA,"Mckinney, TX",Yoga,0,108,1:08:17,69,83
Walking,9/2/2021 7:33,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.32,132,0:23:47,99,135
Running,9/2/2021 10:34,Outdoor,USA,"Mckinney, TX",McKinney ,3.7,333,0:35:30,131,164
Walking,9/2/2021 11:10,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.97,80,0:12:17,119,129
Breathwork,9/2/2021 22:01,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,71,85
Cycling,9/3/2021 9:25,Outdoor,USA,"Mckinney, TX",McKinney Cycling,22.8,"1,003",0:57:58,145,169
Cycling,9/3/2021 9:25,Outdoor,USA,"Mckinney, TX",McKinney Cycling,22.77,566,0:58:40,140,178
Breathwork,9/5/2021 9:54,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:11:51,75,83
Cycling,9/6/2021 8:13,Outdoor,USA,"Mckinney, TX",McKinney Cycling,69.95,"1,941",2:42:00,161,182
Breathwork,9/6/2021 20:08,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,77,82
Running,9/7/2021 10:19,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.16,327,0:29:20,141,179
Walking,9/7/2021 10:50,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.49,115,09:24.2,145,172
Breathwork,9/7/2021 21:32,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,68,83
Walking,9/9/2021 7:17,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.44,131,0:24:12,95,124
Running,9/9/2021 10:55,Outdoor,USA,"Mckinney, TX",McKinney ,5.14,454,0:43:56,133,168
Cycling,9/12/2021 17:51,Outdoor,USA,"Mckinney, TX",McKinney Cycling,51.65,"1,424",1:48:58,163,181
Walking,9/13/2021 9:02,Outdoor,USA,"Mckinney, TX",McKinney Walking,4.84,392,0:58:41,106,125
Running,9/13/2021 15:44,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.21,283,0:29:07,135,163
Walking,9/13/2021 16:14,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.5,95,0:11:51,120,137
Walking,9/14/2021 7:23,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.56,140,0:25:27,97,119
Running,9/14/2021 14:19,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.4,338,0:29:07,145,174
Cycling,9/16/2021 12:53,Outdoor,USA,"Mckinney, TX",McKinney Cycling,27.31,812,1:00:02,161,177
Cycling,9/18/2021 7:39,Outdoor,USA,"Mckinney, TX",McKinney Cycling,58.9,"1,404",2:16:22,151,188
Running,9/22/2021 19:41,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.41,301,0:29:05,131,157
Walking,9/24/2021 9:35,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.3,24,03:07.7,86,96
Running,9/24/2021 9:54,Outdoor,USA,"Mckinney, TX",McKinney ,5.69,516,0:52:50,137,177
Cycling,9/25/2021 16:12,Outdoor,USA,"Mckinney, TX",McKinney Cycling,23.99,705,0:51:09,161,180
Walking,9/29/2021 16:23,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.22,19,02:29.3,113,122
Running,9/29/2021 16:25,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.16,271,0:29:03,128,151
Running,10/4/2021 14:58,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.54,309,0:29:19,134,157
Walking,10/4/2021 17:03,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.73,197,0:34:43,109,130
Running,10/6/2021 14:56,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.64,356,0:29:17,144,173
Stand Up Paddleboarding,10/10/2021 13:51,Outdoor,USA,"Prosper, TX",Denton County SUP,0.6,182,0:29:38,108,135
Running,10/12/2021 10:14,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.29,279,0:29:04,131,161
Running,10/15/2021 16:17,Outdoor,USA,"Mckinney, TX",McKinney ,6.12,571,0:47:19,143,173
Running,10/19/2021 16:32,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.8,331,0:29:03,137,166
Running,10/20/2021 16:34,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.48,307,0:29:01,135,161
Running,10/25/2021 16:29,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.44,293,0:29:08,124,161
Walking,10/26/2021 17:09,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.2,115,0:22:39,87,117
Running,10/28/2021 16:39,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.76,313,0:29:09,132,163
Walking,11/9/2021 15:15,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.45,293,0:36:24,120,137
Walking,11/10/2021 14:29,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.54,341,0:53:53,111,131
Walking,11/25/2021 8:35,Outdoor,USA,"Mckinney, TX",McKinney Walking,4.96,430,0:45:50,130,173
Running,12/1/2021 14:28,Outdoor,USA,"Mckinney, TX",McKinney Running,3.33,297,0:27:16,137,154
Running,12/5/2021 9:55,Outdoor,USA,"Mckinney, TX",McKinney Running,5.84,557,0:52:16,135,170
Running,12/14/2021 5:38,Outdoor,Brazil,"Ubatuba, SP",Ubatuba Running,4.56,407,0:38:06,135,162
Walking,12/15/2021 10:10,Outdoor,Brazil,"Ubatuba, SP",Ubatuba Walking,0.22,30,06:10.3,91,108
Pool Swim,12/15/2021 10:56,Indoor,USA,"Mckinney, TX",Pool Swimming,150,41,04:49.3,111,122
Running,12/15/2021 11:16,Outdoor,Brazil,"Ubatuba, SP",Ubatuba Running,0.35,31,02:47.3,142,150
Walking,12/15/2021 11:19,Outdoor,Brazil,"Ubatuba, SP",Ubatuba Walking,1.31,110,0:15:03,118,144
Walking,12/18/2021 11:21,Outdoor,Brazil,"Taubate, SP",Taubate Walking,1.28,113,0:19:57,92,105
Running,12/30/2021 8:43,Outdoor,Brazil,"Taubate, SP",Taubate Running,5.02,542,0:43:10,153,180
Breathwork,12/31/2021 22:53,Indoor,USA,"Mckinney, TX",Tranquility,0,0,0:11:03,78,93
Breathwork,1/1/2022 20:02,Indoor,USA,"Mckinney, TX",Tranquility,0,0,0:11:03,95,112
Running,1/3/2022 17:12,Outdoor,Brazil,"Taubate, SP",Taubate - Benchmark Run,1.24,101,0:09:00,134,165
Walking,1/5/2022 7:54,Outdoor,Brazil,"Taubate, SP",Taubate Walking,3.87,332,0:38:20,122,147
Running,1/6/2022 15:21,Outdoor,Brazil,"Taubate, SP",Taubate - Run Walk Run,3.01,269,0:26:16,134,168
Walking,1/12/2022 12:27,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.77,323,0:39:13,121,141
Walking,1/14/2022 11:58,Outdoor,USA,"Prosper, TX",Prosper Walking,0.68,58,09:10.5,105,117
Breathwork,1/15/2022 19:26,Indoor,USA,"Mckinney, TX",Coherence,0,0,00:06.0,78,79
Breathwork,1/15/2022 19:27,Indoor,USA,"Mckinney, TX",Coherence,0,0,0:15:34,79,83
Running,1/16/2022 11:02,Outdoor,USA,"Mckinney, TX",McKinney Running,3.38,289,0:28:11,126,150
Walking,1/17/2022 14:23,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.93,338,0:37:58,116,137
Walking,1/18/2022 14:32,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.4,288,0:33:54,124,140
Running,1/19/2022 16:24,Outdoor,USA,"Mckinney, TX",McKinney Running,3.87,330,0:30:25,132,164
Running,1/21/2022 15:40,Outdoor,USA,"Mckinney, TX",McKinney Running,5.51,497,0:44:07,140,169
Walking,1/26/2022 11:24,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.37,283,0:32:07,120,141
Running,1/31/2022 11:15,Outdoor,USA,"Mckinney, TX",McKinney - Benchmark Run,1.32,108,0:09:00,132,155
Walking,1/31/2022 11:26,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.83,325,0:57:36,105,133
Running,2/1/2022 7:33,Outdoor,USA,"Allen, TX",Allen - Easy Run,3.43,310,0:30:04,132,164
Running,2/6/2022 14:17,Outdoor,USA,"Mckinney, TX",McKinney - Steady State Run,4.01,385,0:35:00,145,176
Walking,2/7/2022 13:49,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.39,294,0:33:02,114,137
Running,2/8/2022 15:04,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.58,321,0:31:30,132,164
Walking,2/8/2022 15:39,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.25,109,0:15:01,114,126
Running,2/9/2022 14:25,Outdoor,USA,"Mckinney, TX",McKinney - Long Easy Run,5.88,593,0:50:41,154,178
Walking,2/11/2022 9:51,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.72,79,0:13:47,88,114
Running,2/11/2022 15:11,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,4.03,392,0:33:56,144,169
Walking,2/13/2022 13:29,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.95,82,0:10:02,97,107
Running,2/13/2022 13:40,Outdoor,USA,"Mckinney, TX",McKinney - Steady State Run,4.33,415,0:35:00,149,169
Breathwork,2/14/2022 6:10,Indoor,USA,"Mckinney, TX",Coherence,0,0,0:15:34,63,80
Running,2/15/2022 11:19,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.9,384,0:33:03,148,171
Running,2/17/2022 13:21,Outdoor,USA,"Mckinney, TX",McKinney - Long Easy Run,5.84,578,0:46:56,152,174
Cycling,2/18/2022 15:28,Outdoor,USA,"Bentoville, Arkansas",Bentonville Cycling,0.5,35,05:58.5,100,117
Cycling,2/19/2022 11:59,Outdoor,USA,"Bentoville, Arkansas",Bentonville Cycling,6.02,300,0:50:16,106,140
Running,2/21/2022 14:36,Outdoor,USA,"Mckinney, TX",McKinney - Goal Pace Repeats,6.14,587,0:53:28,139,170
Running,2/22/2022 9:48,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.7,360,0:30:02,145,162
Running,2/25/2022 15:12,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,4.37,430,0:35:24,148,172
Running,2/27/2022 12:10,Outdoor,USA,"Mckinney, TX",McKinney - Stride Repeats,3.56,318,0:28:34,131,155
Walking,3/1/2022 10:00,Outdoor,USA,"Mckinney, TX",McKinney Walking,1,61,0:10:02,85,118
Running,3/1/2022 10:10,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,5.27,537,0:39:35,154,177
Cycling,3/1/2022 18:39,Outdoor,USA,"Frisco, TX",Frisco Cycling,44.1,947,1:34:10,146,171
Running,3/2/2022 16:23,Outdoor,USA,"Mckinney, TX",McKinney - Time Trial,3.92,327,0:35:51,129,160
Running,3/4/2022 16:37,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.44,330,0:30:34,134,161
Walking,3/8/2022 15:37,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.52,47,05:12.0,94,105
Running,3/8/2022 15:43,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,4.93,485,0:40:00,139,156
Running,3/9/2022 13:10,Outdoor,USA,"Mckinney, TX",McKinney - Long Easy Run,6.36,621,0:52:09,147,169
Running,3/11/2022 15:47,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.95,375,0:30:03,145,169
Cycling,3/12/2022 11:54,Outdoor,USA,"Frisco, TX",Collin County Cycling,18.97,448,0:57:21,125,165
Running,3/13/2022 13:10,Outdoor,USA,"Mckinney, TX",McKinney - Goal Pace Repeats,5.98,571,0:48:15,134,161
Running,3/15/2022 12:48,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.74,360,0:30:12,140,162
Running,3/16/2022 12:20,Outdoor,USA,"Mckinney, TX",McKinney - Long Easy Run,7.11,681,1:01:30,136,164
Running,3/18/2022 13:45,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,5.09,501,0:40:00,148,168
Running,3/20/2022 8:33,Outdoor,USA,"Mckinney, TX",McKinney - Goal Pace Repeats,9.48,901,1:15:52,145,173
Walking,3/20/2022 17:10,Outdoor,USA,"Dallas, TX",Dallas Walking,0.71,102,0:17:59,102,126
Cycling,3/21/2022 13:58,Indoor,USA,"Mckinney, TX",Indoor Cycling,2.18,55,07:34.9,109,124
Cycling,3/21/2022 15:35,Indoor,USA,"Mckinney, TX",Indoor Cycling,7.77,196,0:18:43,129,143
Running,3/22/2022 15:09,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.82,364,0:30:03,134,154
Running,3/23/2022 11:49,Outdoor,USA,"Mckinney, TX",McKinney - Long Easy Run,7.02,692,0:53:40,147,168
Running,3/27/2022 9:15,Outdoor,USA,"Mckinney, TX",McKinney - Goal Pace Repeats,6.04,582,0:45:47,149,171
Cycling,3/29/2022 14:37,Indoor,USA,"Mckinney, TX",Indoor Cycling,12.96,339,0:30:08,132,157
Running,3/30/2022 12:08,Outdoor,USA,"Mckinney, TX",McKinney - Time Trial,4.29,438,0:32:16,157,180
Cycling,3/31/2022 10:18,Indoor,USA,"Mckinney, TX",Indoor Cycling,16.24,475,0:44:29,132,157
Running,4/1/2022 11:38,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,5.38,528,0:43:09,147,174
Yoga,4/1/2022 20:59,Indoor,USA,"Mckinney, TX",Yoga,0,198,1:07:52,82,93
Cycling,4/2/2022 7:48,Outdoor,USA,"Mckinney, TX",McKinney Cycling,39.1,"1,055",1:27:05,157,174
Cycling,4/3/2022 7:46,Outdoor,USA,"Mckinney, TX",McKinney Cycling,35.45,834,1:28:05,140,170
Running,4/4/2022 14:25,Outdoor,USA,"Mckinney, TX",McKinney - Tempo Run,3.75,360,0:30:05,139,163
Running,4/6/2022 10:31,Outdoor,USA,"Mckinney, TX",McKinney - Long Easy Run,4.58,439,0:39:13,130,161
Running,4/8/2022 12:51,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,4.99,495,0:39:01,153,172
Cycling,4/10/2022 8:17,Outdoor,USA,"Mckinney, TX",McKinney Cycling,52.55,"1,426",2:03:31,157,173
Running,4/11/2022 15:24,Outdoor,USA,"Mckinney, TX",McKinney - Pre-Race Workout,3.43,335,0:28:59,143,167
Running,4/12/2022 12:49,Outdoor,USA,"Mckinney, TX",McKinney - Pre-Race Workout,3.99,371,0:32:00,133,166
Running,4/13/2022 11:17,Outdoor,USA,"Mckinney, TX",McKinney - Pre-Race Workout,3.66,354,0:30:00,137,169
Cycling,4/14/2022 12:58,Outdoor,USA,"Mckinney, TX",McKinney Cycling,32.16,851,1:09:54,155,169
Walking,4/16/2022 8:48,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.87,73,0:10:09,97,104
Running,4/16/2022 9:00,Outdoor,USA,"Mckinney, TX",McKinney - 5K Race,5,467,0:31:03,158,173
Cycling,4/20/2022 14:46,Outdoor,USA,"Mckinney, TX",McKinney - Short Zone 5 Intervals,19.78,447,0:54:27,130,159
Cycling,4/21/2022 15:58,Outdoor,USA,"Mckinney, TX",McKinney - Zone 2 Aerobic,24.19,633,1:00:00,144,165
Cycling,4/24/2022 8:59,Outdoor,USA,"Mckinney, TX",McKinney - Zone 2 Aerobic,48.51,"1,331",2:00:00,152,176
Cycling,4/26/2022 18:31,Outdoor,USA,"Frisco, TX",Frisco - Zone 2 Aerobic,49.02,"1,391",1:48:42,158,183
Running,4/30/2022 8:55,Outdoor,USA,"Mckinney, TX",McKinney Running - Z2 training ,3.8,355,0:35:19,130,152
Cycling,5/1/2022 7:32,Outdoor,USA,"Frisco, TX",Frisco - Zone 2 Aerobic,55.06,"1,612",2:06:41,147,175
Cycling,5/3/2022 18:32,Outdoor,USA,"Frisco, TX",Frisco Cycling,46.04,"1,187",1:39:10,148,175
Cycling,5/6/2022 11:40,Outdoor,USA,"Mckinney, TX",McKinney - Zone 2 Aerobic,62.24,"1,915",2:27:04,150,171
Cycling,5/6/2022 11:40,Outdoor,USA,"Mckinney, TX",McKinney Cycling,61.86,"1,866",2:23:49,150,171
Walking,5/8/2022 9:45,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.17,291,1:02:03,84,96
Walking,5/9/2022 10:53,Outdoor,USA,"Mckinney, TX",McKinney Walking,5.12,429,0:56:18,97,127
Cycling,5/10/2022 13:31,Outdoor,USA,"Mckinney, TX",McKinney - Zone 2 Aerobic,22.9,672,1:00:00,135,157
Cycling,5/10/2022 13:31,Outdoor,USA,"Mckinney, TX",McKinney - Zone 2 Aerobic,25.36,743,1:06:58,135,157
Breathwork,5/10/2022 20:15,Indoor,USA,"Mckinney, TX",Tranquility,0,0,0:11:03,70,80
Breathwork,5/11/2022 14:50,Indoor,USA,"Mckinney, TX",Tranquility,0,0,01:37.2,77,78
Cycling,5/11/2022 14:52,Outdoor,USA,"Mckinney, TX",McKinney Cycling,0,0,00:13.8,78,80
Cycling,5/11/2022 16:22,Outdoor,USA,"Mckinney, TX",McKinney Cycling,25.4,782,0:55:24,154,171
Breathwork,5/11/2022 21:23,Indoor,USA,"Mckinney, TX",Tranquility,0,0,0:11:03,75,90
Breathwork,5/12/2022 20:22,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,69,80
Yoga,5/12/2022 21:38,Indoor,USA,"Mckinney, TX",Yoga,0,38,0:24:12,62,72
Walking,5/13/2022 13:23,Outdoor,USA,"Mckinney, TX",Walking,0.41,60,0:11:26,92,103
Cycling,5/14/2022 5:46,Outdoor,USA,"Mckinney, TX",McKinney Cycling,188,"5,670",7:25:24,160,181
Cycling,5/14/2022 7:01,Outdoor,USA,"Frisco, TX",Frisco Cycling,166.47,"4,285",6:35:04,162,181
Cycling,5/15/2022 6:50,Outdoor,USA,"Fortworth, Tx",Fort Worth Cycling,80.18,"1,954",2:57:02,153,172
Cycling,5/15/2022 6:58,Outdoor,USA,"Fortworth, Tx",Fort Worth Cycling,79.92,"2,258",2:57:01,153,172
Running,5/20/2022 10:01,Outdoor,USA,"Mckinney, TX",McKinney Running - Z2 and Vitamin D,3.35,308,0:32:31,127,147
Running,5/22/2022 8:15,Outdoor,USA,"Mckinney, TX",McKinney Running - Z2 HR training,5.25,495,0:45:52,129,145
Yoga,5/22/2022 20:54,Indoor,USA,"Mckinney, TX",Yoga,0,69,0:40:15,64,76
Walking,5/23/2022 14:59,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.95,346,0:48:08,101,124
Breathwork,5/23/2022 20:03,Indoor,USA,"Mckinney, TX",Tranquility,0,0,0:11:03,68,86
Breathwork,5/24/2022 20:02,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,68,97
Yoga,5/24/2022 20:18,Indoor,USA,"Mckinney, TX",Yoga,0,42,0:22:41,69,76
Yoga,5/25/2022 20:23,Indoor,USA,"Mckinney, TX",Yoga,0,130,0:40:33,86,119
Running,5/27/2022 12:50,Outdoor,USA,"Mckinney, TX",McKinney Running,4.11,371,0:39:53,128,151
Yoga,6/2/2022 20:31,Indoor,USA,"Mckinney, TX",Yoga,0,206,1:28:31,75,112
Walking,6/14/2022 10:42,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.92,261,0:34:57,108,122
Cycling,6/15/2022 12:21,Outdoor,USA,"Mckinney, TX",McKinney Cycling,23.28,864,0:53:56,165,185
Cycling,6/18/2022 8:54,Outdoor,USA,"Mckinney, TX",McKinney Cycling,35.94,"1,311",1:18:52,169,189
Cycling,6/22/2022 19:28,Outdoor,USA,"Frisco, TX",Frisco Cycling,39.8,"1,334",1:28:49,160,183
Cycling,6/25/2022 7:19,Outdoor,USA,"Frisco, TX",Frisco Cycling,65.83,"2,137",2:35:27,155,182
Cycling,6/25/2022 7:21,Outdoor,USA,"Frisco, TX",Frisco Cycling,66.05,"1,929",2:34:54,155,182
Running,7/3/2022 8:35,Outdoor,USA,"Mckinney, TX",McKinney Running,5.7,492,0:57:44,132,166
Running,7/4/2022 13:10,Outdoor,USA,"Mckinney, TX",McKinney Running,3.39,326,0:32:06,138,179
Walking,7/6/2022 9:27,Outdoor,USA,"Mckinney, TX",McKinney Walking,4.16,390,0:52:16,108,131
Cycling,7/6/2022 19:12,Outdoor,USA,"Frisco, TX",Frisco Cycling,40.18,"1,385",1:33:11,160,184
Cycling,7/6/2022 19:13,Outdoor,USA,"Frisco, TX",Frisco Cycling,40.05,"1,228",1:32:40,160,184
Running,7/8/2022 10:42,Outdoor,USA,"Mckinney, TX",McKinney Running,4.25,390,0:41:21,129,154
Cycling,7/9/2022 6:26,Outdoor,USA,"Mckinney, TX",Collin County Cycling,71.2,"2,333",2:46:30,160,176
Cycling,7/18/2022 10:36,Outdoor,USA,"Mckinney, TX",McKinney - Zone 2 Aerobic,34.69,"1,132",1:29:25,152,183
Cycling,7/18/2022 10:36,Outdoor,USA,"Mckinney, TX",McKinney Cycling,34.55,"1,203",1:23:52,154,183
Running,7/21/2022 13:58,Outdoor,USA,"Mckinney, TX",McKinney Running,4.03,397,0:39:12,142,183
Running,8/3/2022 12:56,Outdoor,USA,"Mckinney, TX",McKinney - Benchmark Run,1.09,117,0:09:00,141,178
Walking,8/3/2022 13:07,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.84,183,0:24:44,124,139
Running,8/7/2022 17:59,Outdoor,USA,"Mckinney, TX",McKinney ,2.64,251,0:26:19,139,171
Walking,8/7/2022 18:28,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.23,134,0:18:21,130,139
Running,8/11/2022 11:58,Outdoor,USA,"Mckinney, TX",McKinney - Drill Workout,2.29,217,0:22:04,140,168
Walking,8/11/2022 12:21,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.28,119,0:15:00,132,152
Walking,8/14/2022 9:53,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.18,199,0:46:02,93,113
Running,8/17/2022 8:14,Outdoor,USA,"Mckinney, TX",McKinney - Drill Workout,2.68,247,0:25:06,134,164
Running,8/19/2022 9:45,Outdoor,USA,"Mckinney, TX",McKinney - Drill Workout,2.84,285,0:26:01,143,169
